UserID,Gender,BirthDate,Occupation,Zipcode
107,Male,1975-09-17,18,63129
108,Male,1995-01-23,12,30316
109,Male,1975-06-17,15,92028
110,Male,1995-07-07,2,90803
111,Male,1985-06-20,15,55416
112,Male,1995-03-19,16,97209
113,Male,2002-10-25,12,37032
114,Female,1995-09-28,2,83712
115,Male,1995-04-08,17,28083
116,Male,1995-09-15,17,55744
117,Male,1995-10-20,17,33314
118,Male,1985-08-10,17,22315
119,Female,2019-04-04,10,77515
120,Male,1995-02-03,11,27106
121,Male,1985-06-07,7,75229
122,Female,2002-02-14,4,94305
123,Male,1985-06-17,9,67208
124,Male,1964-08-28,7,91356
125,Male,1975-09-09,14,01701
126,Male,2002-09-23,9,98117
127,Female,1975-11-19,3,01770
128,Male,1964-10-16,6,37922
129,Male,1995-10-19,11,20164
130,Male,1985-08-31,17,50021
131,Male,2002-07-16,4,06520
132,Male,1995-04-21,17,99709
133,Female,1995-11-21,0,55071
134,Male,1995-02-09,0,66212
135,Male,2002-11-26,4,20006
136,Male,2002-10-12,2,21202
137,Female,1975-01-24,6,78758
138,Male,2002-06-15,20,22203
139,Female,1995-07-28,20,45409
140,Female,1985-08-25,1,55107
141,Male,1985-08-28,13,62035
142,Male,1995-07-14,7,10011
143,Male,2002-11-15,3,64043
144,Male,1995-03-06,17,29401
145,Male,2002-11-02,4,19081
146,Female,1985-09-16,20,10954
147,Male,2002-03-19,4,91360
148,Male,1970-08-25,17,57747
149,Male,1995-05-06,1,29205
150,Male,1985-02-18,7,98144
151,Female,1995-05-03,20,85013
152,Male,2002-04-19,4,48104
153,Male,2019-08-15,10,51537
154,Male,1970-03-27,20,94530
155,Male,1985-07-12,12,07470
156,Female,1975-05-28,7,14519
157,Male,1985-08-24,16,12866
158,Male,1964-05-17,7,28754
159,Female,1975-01-09,0,37922
160,Male,1985-09-29,7,13021
161,Male,1975-05-14,16,98107-2117
162,Female,2002-06-05,4,93117
163,Male,2002-08-17,4,85013
164,Female,1964-11-05,13,94566
165,Male,2002-08-27,16,98502
166,Male,2002-01-04,4,92802
167,Female,1995-04-26,11,10022
168,Female,1970-07-14,0,46970
169,Male,1995-05-02,7,55439
170,Male,1995-08-05,11,07002
171,Female,1970-04-22,17,55441
172,Male,1995-02-24,3,07661
173,Male,1995-09-09,0,45237
174,Male,1995-07-22,16,21203
175,Female,1995-04-18,2,95123
176,Female,2002-06-08,3,55016
177,Male,1970-10-02,1,54016
178,Male,1964-10-24,17,53705
179,Male,1995-07-24,0,02135
180,Male,1975-03-08,12,01603
181,Male,2002-03-04,17,33186
182,Male,2002-08-09,4,03052
183,Female,1975-05-05,1,55407
184,Female,1995-03-30,0,19001
185,Male,1975-06-07,0,14468
186,Male,2002-10-25,5,91767
187,Female,1975-03-21,1,94061
188,Male,1964-01-15,16,79930
189,Male,2002-07-20,0,60076
190,Male,1995-09-18,17,55125
191,Male,2002-06-27,4,04915
192,Male,2002-11-24,1,10977
193,Female,1975-09-15,15,44106
194,Female,2019-10-05,10,29146
195,Male,1995-07-06,12,10458
196,Female,1985-04-06,9,94587
197,Male,2002-09-23,14,10023
198,Male,1995-06-30,12,55108
199,Male,2002-04-23,4,83706
200,Female,2002-01-25,4,84321
201,Female,1985-05-22,2,55117
202,Male,2002-09-21,4,53706
203,Female,2002-02-26,4,53715
204,Male,1995-01-02,7,92123
205,Male,1985-02-03,12,97333
206,Male,1995-05-19,17,20194
207,Male,1995-11-30,12,94115
208,Male,1985-09-29,17,55432
209,Male,1985-10-06,1,90048
210,Female,2019-10-20,10,25801
211,Male,1975-06-27,17,90620
212,Male,1995-02-09,16,53714
213,Female,2002-10-25,4,01609
214,Male,2002-09-14,20,80218
215,Male,1985-10-29,14,92075
216,Male,1975-04-06,13,52761
217,Male,2002-02-23,4,22903
218,Male,1985-11-16,14,95822
219,Female,1995-07-25,4,55113
220,Male,1995-04-15,12,22903
221,Female,1995-07-20,0,94063
222,Male,1995-08-08,1,55116
223,Male,1995-01-15,17,28262
224,Female,2002-07-21,4,14850
225,Male,1995-02-01,7,11215
226,Male,1985-04-02,1,94518
227,Male,1985-04-02,20,90291
228,Male,1995-08-09,15,55455
229,Male,2002-06-03,10,04576
230,Male,1975-04-21,1,43210
231,Male,1995-07-24,3,55455
232,Male,1995-05-04,20,55408
233,Female,1975-02-08,20,37919-4204
234,Male,1985-08-30,7,39652
235,Male,1995-10-08,0,98153
236,Male,1995-09-04,5,55126
237,Male,1995-03-23,6,46835
238,Female,1970-07-13,7,90291
239,Male,2002-05-23,19,94618
240,Male,1970-06-09,17,55113
241,Male,1985-07-31,20,55121
242,Female,2002-01-04,4,53706
243,Male,1995-11-18,16,11576
244,Male,1970-10-02,7,19072
245,Male,1985-05-26,16,66046
246,Female,2002-05-25,4,60625
247,Male,1995-07-22,17,94404
248,Male,2002-06-16,17,72703
249,Female,2002-11-14,14,48126
250,Male,1985-10-15,16,11229
251,Male,1964-08-14,17,55105
252,Male,1995-02-09,12,94112
253,Female,1995-09-30,11,97370
254,Male,1985-03-16,17,49015
255,Male,1985-10-18,0,85310
256,Male,1975-10-23,16,55076
257,Male,2002-11-12,18,55113
258,Male,1995-09-23,7,55436
259,Male,1995-07-05,1,60615
260,Male,2002-01-18,19,98126
261,Male,1995-04-06,20,75801
262,Female,1995-11-26,1,68503
263,Female,1995-08-24,7,22304
264,Male,1985-09-30,0,20755
265,Female,1985-11-03,7,55116
266,Male,1985-04-25,11,75229
267,Male,1975-07-21,12,55001
268,Female,2002-04-06,12,29708
269,Male,1995-10-07,2,55408
270,Male,1970-07-04,14,55414
271,Male,2002-01-31,4,48202
272,Male,2002-06-28,0,80302
273,Male,2002-11-05,4,55427
274,Male,2002-04-09,4,55455
275,Male,1995-11-08,0,48162
276,Male,1975-03-05,16,01982
277,Female,1985-01-28,1,98126
278,Male,1975-08-14,18,60482
279,Male,1995-10-28,14,91214
280,Male,1970-10-10,7,19118
281,Female,1985-04-06,0,94117
282,Male,1995-06-12,17,94401
283,Male,1995-01-25,0,10003
284,Male,1995-09-07,12,91910
285,Female,1985-10-11,0,94109
286,Male,1995-05-15,1,54601
287,Male,1970-10-22,13,94706
288,Female,1995-09-23,12,97119
289,Female,1995-05-13,0,11801
290,Female,1995-06-29,20,94591
291,Male,1985-11-16,12,55110
292,Male,1985-04-24,7,19406
293,Male,1964-08-04,1,55337-4056
294,Female,1975-03-08,9,43147
295,Male,2002-02-20,0,80203
296,Male,1970-10-05,5,89432
297,Male,2002-10-21,2,97211
298,Female,2002-09-12,4,19010
299,Male,1995-08-20,12,97370
300,Male,1995-02-12,7,78664
301,Male,2002-11-20,4,61820
302,Male,2002-03-10,4,04901
303,Male,1995-04-24,7,20006
304,Male,1995-02-12,0,55414
305,Female,2002-07-01,0,55414
306,Male,2002-04-27,0,53051
307,Male,1970-09-01,16,90027
308,Male,1995-03-01,2,10025
309,Male,1995-08-04,4,16801
310,Female,2002-07-23,4,31207
311,Male,2002-04-18,4,31201
312,Female,1970-04-08,2,22207
313,Female,2002-02-17,4,02138
314,Female,1964-01-10,9,46911
315,Female,1964-02-03,1,55105
316,Male,1964-02-01,13,90740
317,Male,1985-04-28,7,38555
318,Female,1964-01-20,13,55104
319,Female,1970-11-22,6,33436
320,Male,1985-02-01,6,99516
321,Male,2002-02-28,4,55128
322,Male,1964-04-29,17,55117
323,Male,1975-05-06,12,53716
324,Male,1985-04-10,17,55106
325,Female,1970-08-08,3,55112
326,Male,1970-05-21,11,25302
327,Male,1985-02-07,18,55448
328,Male,1985-06-07,12,80401
329,Male,1985-05-12,7,02115
330,Male,1964-08-19,7,92065
331,Male,1995-04-14,7,55902
332,Male,1970-07-27,1,55109
333,Male,1985-05-25,2,55410
334,Female,1964-02-28,2,55113
335,Male,1985-07-30,18,55434
336,Male,2002-11-26,0,98765
337,Male,2002-02-03,19,80205
338,Male,1985-09-11,7,55116
339,Male,1970-05-08,7,80207
340,Female,1995-10-06,3,28001
341,Female,1964-04-05,13,92119
342,Male,2002-07-15,12,55076
343,Female,1985-10-08,3,55127
344,Male,1985-05-06,14,75034
345,Male,1995-10-01,12,94114
346,Female,1995-02-26,0,55110
347,Female,1964-07-02,1,55305
348,Male,1970-11-06,7,55110
349,Male,2019-11-09,10,08035
350,Male,1975-10-07,20,08035
351,Male,2002-07-08,4,55105
352,Male,2002-02-14,4,60115
353,Female,1985-09-28,7,92625
354,Male,1985-10-21,1,55117
355,Male,2002-09-04,3,55107
356,Male,1964-04-11,20,55101
357,Male,2002-03-09,0,98103
358,Female,1964-09-18,1,20815
359,Male,1995-07-18,17,55128
360,Male,1985-11-12,17,28208
361,Female,1995-02-15,14,94115
362,Male,1985-06-09,20,55407
363,Male,2002-03-17,10,55419
364,Female,1985-10-28,1,46815
365,Female,2002-01-13,4,02138
366,Male,1970-07-03,15,55126
367,Male,1970-05-08,12,55421
368,Male,1995-06-14,0,90293
369,Male,1985-04-29,1,55110
370,Male,2002-08-10,17,22304
371,Male,2002-10-14,4,02141
372,Female,2002-11-05,4,72227
373,Female,1995-11-24,2,55347
374,Female,1985-09-26,14,55346
375,Male,1995-06-24,2,55106
376,Male,1985-04-14,1,80026
377,Male,1995-02-02,17,55418
378,Female,2002-03-12,0,55105
379,Female,1985-10-19,1,54822
380,Male,1995-01-28,2,92024
381,Male,1985-04-13,17,89015
382,Female,1985-05-05,20,66205
383,Female,1995-06-08,7,78757
384,Male,1995-05-27,11,55075
385,Male,1995-08-20,6,68131
386,Male,1995-01-21,0,55408
387,Female,1985-02-28,7,55111
388,Female,1995-01-16,0,10021
389,Male,1995-10-07,6,68128
390,Male,1995-10-20,4,55405
391,Male,1975-11-28,11,22122
392,Male,2002-06-28,7,20037
393,Male,1985-02-11,17,55402
394,Male,2002-02-05,0,55013
395,Male,2002-08-11,5,55104
396,Male,1995-01-25,1,56187
397,Male,1985-03-18,17,22124
398,Male,1995-01-24,17,55454
399,Female,1985-05-05,6,55128
400,Female,2002-03-09,3,55422
401,Male,2002-11-15,0,55129
402,Male,1995-11-30,11,55427
403,Male,2002-03-02,4,02138
404,Male,2002-06-01,4,10128
405,Male,1964-11-15,1,13077
406,Male,1995-04-09,20,55105
407,Male,2002-02-08,17,89503
408,Male,1995-09-19,11,02143
409,Male,2002-05-17,12,55122
410,Female,1995-04-17,1,55417
411,Female,1975-05-02,1,43214
412,Male,1985-11-12,15,55117
413,Male,1995-04-02,11,55409
414,Male,1995-03-11,0,55317
415,Female,1985-08-12,0,55406
416,Male,1975-04-26,14,55076
417,Female,1995-06-20,0,50613
418,Female,1995-01-15,3,54016
419,Male,2002-11-13,3,55422
420,Male,1985-11-20,1,55406
421,Female,1975-02-09,3,55125
422,Male,1964-05-19,17,55104
423,Male,2002-05-04,4,55455
424,Male,1995-04-19,17,55112
425,Male,1995-07-08,12,55303
426,Male,2002-05-10,4,55455
427,Male,1985-01-23,12,55104
428,Female,2002-08-12,4,55455
429,Male,2002-01-06,0,54901
430,Female,2002-05-08,10,55306
431,Male,2002-11-29,10,55303
432,Male,1975-07-21,16,55306
433,Male,1970-04-13,6,55115
434,Female,1975-04-20,3,98155
435,Male,1995-06-11,7,55125
436,Male,2002-11-18,4,43023
437,Male,1985-05-13,17,55030
438,Male,2002-01-31,11,53705
439,Male,1985-11-21,14,55129
440,Male,1964-08-24,1,32940
441,Male,1985-04-22,1,55127
442,Male,1995-08-18,1,55105
443,Male,1995-10-12,3,55421
444,Male,1964-07-10,0,55108
445,Male,1975-08-29,12,55117
446,Female,1970-09-22,0,55042
447,Female,1975-07-11,11,55105
448,Male,1995-07-11,17,80123
449,Male,1995-10-10,7,85037
450,Male,1975-10-05,1,24523
451,Male,1964-06-17,13,54720
452,Male,1970-05-14,17,55117
453,Male,2002-04-27,4,55102
454,Male,1995-03-06,20,55092
455,Female,1985-01-02,2,55113
456,Male,1985-04-22,0,55105
457,Male,2002-01-16,4,54703
458,Male,1970-08-02,16,55405-2546
459,Female,2002-01-14,4,55105
460,Male,1975-01-07,18,55313
461,Male,1970-11-11,7,55075
462,Male,2002-06-28,16,55416
463,Male,1995-02-25,7,55105
464,Female,2002-05-22,4,55455
465,Male,2002-03-12,19,94523
466,Male,1995-11-13,5,55405
467,Female,1985-06-20,3,55075
468,Female,2019-08-31,10,55082
469,Male,1985-09-10,6,55122
470,Female,2019-09-20,10,55068
471,Male,1985-10-14,7,08904
472,Male,1985-08-07,0,55418
473,Female,2002-07-18,4,55112
474,Male,1995-05-28,17,92126
475,Female,1995-03-25,2,55421
476,Male,1985-02-25,0,55127
477,Male,1985-08-12,14,55410
478,Male,1970-06-17,16,55113
479,Male,1995-06-04,12,55042
480,Female,2002-09-04,4,55422
481,Male,1975-07-03,7,55115
482,Male,1995-03-23,14,55305
483,Male,2002-10-29,12,55105
484,Female,2019-01-02,10,55104
485,Male,1964-08-12,7,55042
486,Male,1964-10-25,0,91367
487,Female,1985-11-25,17,55082
488,Male,1995-01-12,12,55107
489,Male,2002-03-10,4,55455
490,Male,2019-05-24,10,55345
491,Male,2002-07-13,4,56043
492,Male,1995-06-21,12,55112
493,Male,1970-07-15,7,55016
494,Female,1985-03-26,0,17870
495,Male,2002-01-22,10,55421
496,Male,2002-06-15,4,55455
497,Female,1995-03-05,17,55412
498,Male,1985-10-29,17,55113
499,Female,1995-03-05,1,55108
500,Female,2002-08-08,2,55105
501,Male,1995-09-09,2,55372
502,Male,1985-08-21,6,55126
503,Male,1985-09-14,11,73120
504,Male,1995-09-09,2,17003
505,Male,1985-01-17,17,37815
506,Male,1995-06-08,16,55103-1006
507,Female,1995-11-07,0,55405
508,Male,1995-08-12,12,55418
509,Male,1995-07-21,2,55125
510,Male,2002-01-27,12,55109
511,Female,1975-02-01,4,15232
512,Male,1985-03-05,0,55379
513,Male,1995-03-09,0,55119
514,Male,1995-02-03,2,55113
515,Male,1995-10-05,1,55406
516,Female,1964-04-11,14,55033
517,Female,1995-11-02,14,55408
518,Female,1985-01-11,12,75240
519,Female,1985-08-13,14,55038
520,Female,1985-09-29,20,55104
521,Male,1964-09-05,7,55105
522,Male,1995-01-18,12,55124
523,Male,1970-03-04,7,55105
524,Male,2002-06-05,0,91320
525,Male,1985-08-08,6,19027
526,Male,1975-08-30,17,94806
527,Female,1995-05-19,2,11201
528,Female,2002-04-18,17,83843
529,Male,1985-02-26,12,92009
530,Male,1995-06-16,2,10019
531,Female,2002-09-27,14,22206
532,Male,1995-07-21,7,94301
533,Male,1995-01-26,12,27514
534,Male,1995-09-13,15,55902
535,Male,1985-09-18,6,95370
536,Male,1995-07-07,20,01267
537,Male,1975-10-14,14,07704
538,Male,1964-02-20,16,95407
539,Male,1995-01-23,2,55103
540,Male,2002-01-28,1,15213
541,Female,2002-09-24,4,5849574
542,Male,2002-06-11,4,78705
543,Male,1995-04-14,5,55057
544,Male,1985-10-30,12,94538
545,Male,1985-01-06,17,01890
546,Female,1995-08-07,0,37211
547,Male,1985-03-06,12,76109
548,Female,1985-01-09,16,96860
549,Male,1995-11-21,6,53217
550,Male,1975-01-04,8,21559
551,Male,1985-03-30,20,55116
552,Male,1970-03-01,18,23456
553,Male,1995-03-19,2,94131
554,Male,1995-07-09,12,94086
555,Male,2002-05-12,4,53213
556,Female,1995-05-06,9,37221
557,Male,1964-08-06,1,30030
558,Male,1985-10-24,20,55108
559,Female,1995-10-18,7,60422
560,Male,1975-06-06,15,81335
561,Female,2002-01-01,14,64060
562,Male,1985-05-07,20,48083
563,Male,1995-01-10,4,53703
564,Male,1975-07-10,1,49419
565,Male,1995-04-21,16,45242
566,Male,1995-06-13,17,92122
567,Male,1985-08-22,20,52570-9634
568,Female,1970-07-01,17,19716
569,Female,2002-08-30,4,97339
570,Male,1995-02-08,4,33314
571,Male,1970-02-06,5,95401
572,Male,2002-10-24,4,61801
573,Female,1985-03-13,2,98119
574,Male,1995-06-20,19,90214
575,Male,1995-06-28,12,92130
576,Female,1975-09-29,15,20910
577,Male,1985-06-07,0,02115
578,Male,2002-08-04,17,90064
579,Male,1995-05-04,5,32839
580,Male,2019-06-06,10,08534
581,Male,1970-10-26,14,73543
582,Male,2002-11-09,4,67042
583,Female,1995-02-09,0,48067
584,Female,1995-09-15,0,94403
585,Male,2002-03-24,1,53703
586,Male,1985-01-23,14,53092
587,Male,1995-01-27,20,92649
588,Female,1995-03-17,11,23220
589,Male,2002-01-25,2,90210
590,Female,1985-10-10,6,98032
591,Male,1995-08-26,0,76201
592,Male,2002-08-20,0,92103
593,Female,1970-02-10,1,91711
594,Female,1964-05-02,13,60076
595,Male,1995-10-24,7,10019
596,Female,1995-04-20,1,01950
597,Male,1985-05-12,12,80206
598,Male,1985-05-31,7,95476
599,Male,1970-01-27,6,53711
600,Male,1985-03-30,17,66209
601,Female,2002-03-21,20,06320
602,Female,1964-06-17,6,14612
603,Female,1995-10-17,6,32256
604,Male,1975-07-14,17,32256
605,Female,2002-09-11,4,44425
606,Female,2019-11-29,10,49507
607,Male,1995-09-14,0,43614
608,Male,2002-01-21,4,18011
609,Male,1995-09-30,7,10012
610,Male,1995-08-11,4,77025
611,Male,1985-08-07,0,20715
612,Male,1970-04-05,7,95020
613,Male,1985-09-23,20,10562
614,Male,1985-02-03,1,90024
615,Male,1970-09-20,17,32951
616,Male,1995-08-21,7,94115
617,Female,1995-07-05,7,92117
618,Male,1995-03-05,0,74105
619,Female,2002-11-30,1,94706
620,Male,2002-02-07,0,13210
621,Male,2002-06-02,4,93560
622,Male,1995-08-23,0,92612
623,Male,1995-04-09,17,60555
624,Male,1995-08-04,1,75207
625,Female,1985-01-21,12,44106
626,Male,2002-04-30,4,77005
627,Male,1970-08-28,2,97210
628,Female,1985-05-27,0,20715
629,Female,2019-04-29,10,48154
630,Female,1985-10-01,14,80525
631,Male,1985-09-03,17,28601
632,Male,1975-01-07,17,07649
633,Male,1995-08-15,17,94131
634,Female,2019-11-18,10,49512
635,Male,1964-01-19,17,33785
636,Male,2002-04-25,20,92055
637,Male,1985-07-22,12,97132
638,Male,1995-06-20,6,77584
639,Male,1975-11-04,17,85202
640,Male,2002-08-17,4,47406
641,Female,1985-06-12,0,55116
642,Female,1985-10-12,1,78155
643,Male,1995-04-26,2,23188
644,Male,1995-11-15,20,93704
645,Male,1985-11-17,20,11215
646,Male,1985-11-26,7,08505
647,Male,1985-05-29,12,85224
648,Female,1995-11-13,12,94131
649,Male,1995-07-21,4,80526
650,Male,1995-08-22,17,49445
651,Male,1985-07-13,7,20895
652,Male,2002-01-16,20,12222
653,Male,1964-04-20,13,92660
654,Male,1970-02-07,7,75023
655,Female,1995-10-19,2,92629
656,Female,1975-09-06,16,92106
657,Female,1970-01-25,13,34691
658,Female,1995-02-25,0,10021
659,Female,1995-11-10,0,28134
660,Male,1975-08-08,16,70507
661,Male,1975-08-11,1,13114
662,Male,2002-10-31,4,99163
663,Female,1995-10-12,7,12345
664,Male,1985-07-06,18,74601
665,Male,2002-06-12,2,13317
666,Female,2002-10-27,0,08540
667,Male,1995-09-21,18,98438
668,Female,1995-03-31,3,22042
669,Male,1995-04-19,17,30307
670,Male,1995-04-20,12,30303
671,Male,2002-01-22,4,61761
672,Male,1985-06-25,7,46845
673,Male,1995-01-04,20,10023
674,Male,1995-11-27,17,22042
675,Male,1995-01-12,20,02048
676,Male,2002-09-29,16,55129
677,Male,1970-02-24,2,94122
678,Male,1995-10-08,0,34952
679,Male,1985-11-26,16,29681
680,Male,1995-08-05,12,37013
681,Male,1985-10-12,7,30501
682,Male,1995-05-30,4,27510
683,Male,1995-02-16,4,27514
684,Male,1995-03-15,4,27510
685,Male,1995-09-21,4,27514
686,Male,2002-02-13,4,27514
687,Female,1995-04-18,7,14136
688,Male,1964-01-27,13,13407
689,Female,1970-05-01,0,48103
690,Male,1995-08-28,12,90717
691,Male,1985-02-17,11,96813
692,Female,1995-10-27,0,85207
693,Male,1985-03-30,12,98103
694,Male,2002-03-19,4,76401
695,Female,2002-06-15,1,04240
696,Male,1995-09-01,12,94114
697,Female,1970-06-10,6,97330
698,Male,2002-08-30,4,76401
699,Male,2002-01-27,0,73505
700,Male,1970-01-03,17,14650
701,Female,2002-01-09,4,01002
702,Male,1985-02-23,7,90808
703,Female,1964-11-05,1,44074
704,Female,1985-10-07,8,85712
705,Male,1995-01-25,4,48065
706,Male,1985-04-10,20,78664
707,Male,1985-09-30,7,17740
708,Male,1995-11-03,0,37042
709,Male,2002-03-27,0,92647
710,Male,1995-11-20,20,85207
711,Male,1995-11-02,18,80521
712,Male,1995-11-24,0,95136
713,Male,1985-10-24,7,79912
714,Male,2002-05-26,4,76013
715,Male,2002-07-14,0,53715
716,Male,2002-02-02,4,98188
717,Male,1995-07-18,11,90211
718,Male,2002-01-09,2,90211
719,Male,2019-11-01,0,75070
720,Male,2002-09-07,0,55129
721,Female,1985-01-27,9,97520
722,Male,1995-01-10,12,55106
723,Male,1995-04-06,12,98027
724,Male,1970-11-27,13,90266
725,Male,1964-01-13,11,08904
726,Female,1995-07-04,9,77449
727,Male,1985-03-22,11,94061
728,Male,1995-05-22,6,11598
729,Male,1985-07-17,12,85284
730,Male,1995-05-30,0,10580
731,Male,1975-05-05,3,55410
732,Male,1995-10-23,7,07030
733,Male,1985-09-26,16,30034
734,Male,1995-06-09,7,90078
735,Male,1995-03-25,14,04240
736,Male,2002-03-02,12,07070
737,Male,2019-07-19,19,53711
738,Male,2002-08-19,17,99205
739,Male,1985-04-20,12,55803
740,Male,1995-10-19,14,24551
741,Male,1995-04-21,5,44095
742,Male,2002-11-15,0,54758
743,Female,2019-09-25,2,60660
744,Male,1995-02-13,17,77007
745,Male,2019-05-01,10,90004
746,Female,2002-09-03,19,95019
747,Male,2002-03-04,4,98606
748,Male,1995-07-01,0,60098
749,Male,1985-07-14,18,56303
750,Female,1985-10-22,9,13066
751,Female,1995-08-04,17,97201
752,Female,1995-08-22,3,97401
753,Male,2019-11-23,10,42754
754,Male,1985-06-12,7,38024
755,Female,1985-09-16,0,94002
756,Male,1985-02-09,0,90064
757,Male,1995-01-04,12,97401
758,Male,1985-04-18,7,19518
759,Female,1964-03-31,3,89156
760,Male,1964-02-20,15,94114
761,Male,2002-10-30,7,99945
762,Male,2019-01-22,10,63041
763,Male,2002-02-27,10,02882
764,Male,2002-03-14,20,85296
765,Male,1995-08-16,17,74467
766,Female,1995-08-29,7,95128
767,Male,1995-02-09,12,45241
768,Male,1995-09-03,12,17067
769,Male,1975-06-16,17,02421
770,Male,2002-11-06,4,98499
771,Female,1970-10-04,1,75087
772,Male,2002-08-02,12,89118
773,Male,1995-10-15,6,48108
774,Male,2002-10-27,4,22903
775,Male,2019-11-13,17,56258
776,Female,1995-08-31,3,92627
777,Male,2002-11-19,19,87543
778,Male,2002-09-06,17,32694
779,Male,1995-04-12,0,60156
780,Male,1995-10-12,17,91776
781,Male,2002-10-23,4,95076
782,Male,1964-02-19,1,28223
783,Male,1995-08-30,4,53703
784,Male,2002-08-26,0,11040
785,Male,2002-10-13,19,29307
786,Male,1995-08-07,0,55987
787,Male,2002-02-16,4,77802
788,Male,1995-05-23,0,37601
789,Male,2002-04-04,1,67212
790,Male,1995-11-20,17,45694
791,Male,1985-09-30,7,27511
792,Male,1995-11-25,17,01002
793,Female,1985-02-03,14,37043
794,Male,1970-02-09,20,10543
795,Female,1985-07-18,14,19147
796,Male,1970-02-18,6,98237
797,Female,1970-08-06,7,20175
798,Female,1995-08-29,20,48464
799,Female,1995-04-17,5,98498
800,Female,1985-06-27,12,72032
801,Female,1995-11-07,20,95776
802,Male,1995-09-10,16,22801
803,Male,2002-08-24,4,67217
804,Male,1995-10-17,20,90032
805,Male,1985-04-18,12,37211
806,Male,1985-08-18,0,34990
807,Male,2002-07-31,4,89015
808,Male,1995-05-17,7,85226
809,Male,1995-09-29,17,70508
810,Male,1995-09-11,12,98006
811,Male,1970-05-15,0,94043
812,Male,1995-05-23,6,37930
813,Male,2002-01-20,4,70002
814,Female,2002-02-27,4,92612
815,Male,1995-02-16,4,37130
816,Male,1975-06-04,0,92108
817,Male,2002-09-28,4,41076
818,Male,2002-08-05,4,60107
819,Male,1985-07-23,7,60611
